naam;latijnse_naam;Waterbehoefte;Lichtbehoefte;Groeihoogte_cm;verkoopprijs_eur;standplaats;voorraad;bloeitijd;kleur;huisdier_vriendelijk;overview_image;additional_image1;additional_image2
Camelia Compacta Magic;placeholder;Hoog;Schaduw;123;110.45;Kamerplanten;126;Zomer;Roze;Nee;begonia_space_age_triton_mono.jpg;scaevola_whirlwind_white_12305_tag.jpg;heliotropium_aromagica_purple_mono_0.jpg
Camelia Compacta Velour;placeholder;Hoog;Veel licht;251;53.67;Kamerplanten;134;Lente;Oranje;Nee;caladium_heart_to_heart_creme_brulee_12829_tag.jpg;supertunia_bermuda_beach_tag_25.jpg;dahlia_virtuoso_rad_raz_tag_1.jpg
Camelia Compacta Crown;placeholder;Laag;Schaduw;251;102.79;Tussenvariant;76;Zomer;Oranje;Nee;begonia_space_age_black_hole_ecogrande.jpg;heliotropium_aromagica_purple_mono_0.jpg;angelonia_angelface_white_mono.jpg
Camelia Compacta Bloom;placeholder;Hoog;Halfschaduw;93;19.09;Buitenplanten;172;Jaarrond;Wit;Nee;begonia_space_age_europa_co-ex_grande.jpg;ipomoea_sweet_caroline_medusa_black_12824_mono.jpg;capri_berry-1200x983-1a8c6ff.jpg
Camelia Compacta Blush;placeholder;Hoog;Schaduw;185;156.47;Tussenvariant;80;Herfst;Rood;Nee;salvia_unplugged_red_tag.jpg;scaevola_stardiva_pink_tag.jpg;dahlia_virtuoso_classy_carmine_mono.jpg
Camelia Compacta Forest;placeholder;Laag;Veel licht;62;134.39;Kamerplanten;118;Herfst;Roze;Ja;scaevola_stardiva_pink_tag.jpg;shade_garden_-cinnamon_toast.png;angelonia_angelface_white_tag_25.jpg
Camelia Compacta Sky;placeholder;Hoog;Veel licht;185;113.08;Kamerplanten;120;Herfst;Roze;Ja;supertunia_blue_tiara_tag_rgb.jpg;agastache_maestro_coral_tag.jpg;sip_and_savor.jpg
Camelia Compacta Ocean;placeholder;Hoog;Schaduw;169;17.74;Kamerplanten;117;Jaarrond;Rood;Ja;crisp_and_clean.jpg;creative_couture.jpg;secret_weapon.jpg
Camelia Compacta Frost;placeholder;Hoog;Schaduw;181;76.51;Kamerplanten;75;Zomer;Geel;Nee;lobelia_laguna_royale_azure_12820_tag.jpg;supertunia_mini_vista_pink_cloud_12822_tag.jpg;begonia_space_age_black_hole_macro_01.jpg
Camelia Compacta Summer;placeholder;Hoog;Veel licht;203;95.33;Kamerplanten;77;Lente;Paars;Ja;scaevola_stardiva_blue_mono.jpg;angelonia_angelface_white_grande_25.jpg;coleus_colorblaze_mini_me_chartreuse_mono.jpg
Camelia Compacta Autumn;placeholder;Laag;Halfschaduw;27;9.6;Tussenvariant;101;Lente;Geel;Ja;bohemian.jpg;salvia_unplugged_white_mono.jpg;begonia_space_age_triton_tag.jpg
Camelia Compacta Winter;placeholder;Hoog;Veel licht;150;102.52;Buitenplanten;111;Lente;Blauw;Ja;begonia_space_age_black_hole_ecogrande.jpg;wholesome.jpg;dahlia_virtuoso_vibrant_violet_ecogrande.jpg
Camelia Compacta Spring;placeholder;Hoog;Schaduw;144;116.39;Kamerplanten;135;Lente;Paars;Ja;begonia_surefire_cascade_red_12825_mono.jpg;bidens_campfire_red_ember_12816_tag.jpg;whisk_me_away.jpg
Camelia Compacta Elite;placeholder;Hoog;Halfschaduw;224;99.01;Buitenplanten;156;Zomer;Oranje;Nee;send_me_an_angel-900x1200-e17b42d.jpg;cuphea_totally_tempted_frosted_violet_grande_01.jpg;to_die_for_heart-soul_va-va-violet.png
Camelia Compacta Prime;placeholder;Laag;Halfschaduw;175;178.43;Buitenplanten;102;Jaarrond;Blauw;Nee;ipomoea_sweet_caroline_medusa_black_12824_mono.jpg;scaevola_stardiva_white_mono.jpg;heart_to_heart_bottle_rocket.png
Camelia Compacta Natural;placeholder;Hoog;Halfschaduw;185;26.69;Kamerplanten;85;Lente;Paars;Ja;supertunia_blue_tiara_macro_02.jpg;cuphea_totally_tempted_richly_red_grande.jpg;southern_voyage-1162x1200-3db4131.jpg
Camelia Compacta Botanic;placeholder;Hoog;Halfschaduw;44;182.69;Buitenplanten;95;Winter;Rood;Ja;superbells_magic_double_grapefruit_calibrachoa_2815_mono.jpg;salvia_unplugged_red_tag.jpg;portulaca_mojave_fuchsia_co-ex_grande_25.jpg
Camelia Compacta Lush;placeholder;Gemiddeld;Halfschaduw;40;147.44;Kamerplanten;65;Lente;Blauw;Nee;island_paradise-872x1200-ac7b053.jpg;cuphea_totally_tempted_frosted_violet_grande_01_0.jpg;cuphea_totally_tempted_watermelon_wine_grande.jpg
Camelia Compacta Fresh;placeholder;Hoog;Halfschaduw;190;187.52;Tussenvariant;180;Herfst;Groen;Nee;agastache_maestro_gold_mono.jpg;agastache_maestro_gold_mono.jpg;i_got_you.jpg
Camelia Compacta Zen;placeholder;Hoog;Veel licht;287;91.92;Tussenvariant;193;Winter;Blauw;Ja;pixie_powder_basket.jpg;sip_and_savor.jpg;begonia_space_age_europa_macro_02.jpg
Camelia Compacta Wild;placeholder;Hoog;Halfschaduw;205;150.4;Kamerplanten;175;Jaarrond;Groen;Nee;scaevola_stardiva_white_co-ex_grande.jpg;fruitful_0.jpg;american_blues.jpg
Camelia Compacta Soft;placeholder;Hoog;Schaduw;136;143.08;Buitenplanten;163;Herfst;Oranje;Ja;portulaca_mojave_mango_co-ex_grande.jpg;lobelia_laguna_royale_lilac_12818_tag.jpg;scaevola_stardiva_white_tag.jpg
Camelia Compacta Bright;placeholder;Laag;Schaduw;281;69.24;Buitenplanten;142;Herfst;Rood;Ja;portulaca_mojave_fuchsia_tag_25.jpg;supertunia_mini_vista_plum_veined_tag.jpg;kindness.jpg
Camelia Compacta Calm;placeholder;Gemiddeld;Schaduw;42;14.07;Tussenvariant;176;Lente;Wit;Ja;lobelia_laguna_royale_pink_12819_tag.jpg;pixie_powder_basket.jpg;scaevola_whirlwind_white_12305_mono.jpg
Camelia Grandiflora Select;placeholder;Gemiddeld;Halfschaduw;93;57.35;Kamerplanten;59;Jaarrond;Wit;Nee;bidens_campfire_red_ember_12816_tag.jpg;ipomoea_sweet_caroline_sweetheart_shadowstorm_12823_mono.jpg;portulaca_mojave_mango_ecogrande.jpg
Camelia Grandiflora Beauty;placeholder;Gemiddeld;Schaduw;114;15.67;Tussenvariant;122;Herfst;Blauw;Ja;yard_makeover_121-600x400-d9c3bb2.jpg;whimsy.jpg;begonia_space_age_black_hole_ecogrande.jpg
Camelia Grandiflora Princess;placeholder;Gemiddeld;Halfschaduw;220;54.05;Kamerplanten;65;Jaarrond;Roze;Ja;lobelia_laguna_royale_azure_12820_tag.jpg;portulaca_mojave_tangerine_ecogrande_25.jpg;jamesbrittenia_safari_lava_flow_12817_tag.jpg
Camelia Grandiflora King;placeholder;Gemiddeld;Schaduw;264;115.68;Kamerplanten;19;Herfst;Paars;Nee;dahlia_virtuoso_classy_carmine_tag.jpg;scaevola_stardiva_pink_ecogrande.jpg;portulaca_mojave_mango_mono.jpg
Camelia Grandiflora Queen;placeholder;Hoog;Schaduw;49;86.91;Buitenplanten;149;Winter;Wit;Nee;supertunia_blue_tiara_mono.jpg;carex_graceful_grasses_toffee_twist_mono25_2.jpg;portulaca_mojave_fuchsia_ecogrande_25.jpg
Camelia Grandiflora Gem;placeholder;Gemiddeld;Halfschaduw;95;17.93;Kamerplanten;130;Zomer;Oranje;Ja;hearth_and_home.jpg;scaevola_stardiva_pink_mono.jpg;called_your_bluff_0.jpg
Camelia Grandiflora Delight;placeholder;Gemiddeld;Halfschaduw;203;153.59;Tussenvariant;132;Winter;Geel;Ja;salvia_unplugged_red_grande.jpg;dahlia_virtuoso_vibrant_violet_ecogrande.jpg;coleus_colorblaze_mini_me_chartreuse_ecogrande.jpg
Camelia Grandiflora Flame;placeholder;Gemiddeld;Schaduw;140;115.19;Buitenplanten;5;Zomer;Paars;Ja;supertunia_vista_cool_jazz_12821_mono.jpg;dahlia_virtuoso_rad_raz_mono.jpg;bidens_campfire_red_ember_12816_tag.jpg
Camelia Grandiflora Mist;placeholder;Hoog;Schaduw;98;43.88;Tussenvariant;184;Winter;Paars;Nee;portulaca_mojave_fuchsia_tag_25.jpg;begonia_space_age_triton_co-ex_grande.jpg;emerald_isle_alocasia-4640x6960-85b4e9f.jpg
Camelia Grandiflora Pearl;placeholder;Gemiddeld;Halfschaduw;293;188.28;Buitenplanten;75;Herfst;Rood;Ja;carex_graceful_grasses_toffee_twist_mono25_2.jpg;carex_graceful_grasses_toffee_twist_tag_25.jpg;cuphea_totally_tempted_richly_red_grande.jpg
Camelia Grandiflora Glow;placeholder;Gemiddeld;Veel licht;61;19.84;Kamerplanten;119;Jaarrond;Blauw;Ja;carex_graceful_grasses_toffee_twist_ecogrande25.jpg;begonia_space_age_black_hole_tag.jpg;dahlia_virtuoso_classy_carmine_ecogrande.jpg
Camelia Grandiflora Charm;placeholder;Laag;Schaduw;155;134.61;Kamerplanten;111;Winter;Roze;Ja;scaevola_whirlwind_white_12305_tag.jpg;agastache_maestro_gold_macro_02.jpg;cuphea_totally_tempted_richly_red_mono.jpg
Camelia Grandiflora Dream;placeholder;Gemiddeld;Schaduw;231;125.95;Kamerplanten;23;Jaarrond;Geel;Nee;last_night.jpg;supertunia_mini_vista_pink_cloud_12822_mono.jpg;dahlia_virtuoso_dayglo_yellow_mono.jpg
Camelia Grandiflora Classic;placeholder;Hoog;Halfschaduw;91;22.83;Kamerplanten;104;Jaarrond;Geel;Nee;agastache_maestro_coral_tag.jpg;portulaca_mojave_mango_co-ex_grande.jpg;portulaca_mojave_fuchsia_tag_25.jpg
Camelia Grandiflora Royal;placeholder;Gemiddeld;Halfschaduw;55;154.16;Buitenplanten;184;Jaarrond;Oranje;Ja;heliotropium_aromagica_purple_tag_0.jpg;supertunia_bordeaux_2026_mono.jpg;alocasia_heart_to_heart_emerald_isle_mono.jpg
Camelia Grandiflora Sunrise;placeholder;Laag;Veel licht;135;127.53;Buitenplanten;91;Zomer;Geel;Ja;heart_to_heart_bottle_rocket.png;phlox_southern_blaze_bright_pink_12828_tag.jpg;superbells_magic_double_grapefruit_calibrachoa_2815_tag.jpg
Camelia Grandiflora Sunset;placeholder;Gemiddeld;Halfschaduw;61;88.66;Buitenplanten;126;Herfst;Blauw;Ja;polar_peach_w-thriller_scene.jpg;dahlia_virtuoso_pinkerific_co-ex_grande.jpg;scaevola_stardiva_white_mono.jpg
Camelia Grandiflora Snow;placeholder;Laag;Veel licht;80;102.74;Buitenplanten;41;Winter;Groen;Ja;dahlia_virtuoso_pinkerific_mono.jpg;begonia_space_age_europa_ecogrande.jpg;ipomoea_sweet_caroline_medusa_black_12824_tag.jpg
Camelia Grandiflora Emerald;placeholder;Gemiddeld;Schaduw;78;82.35;Kamerplanten;152;Lente;Wit;Nee;supertunia_blue_tiara_macro_02.jpg;dahlia_virtuoso_pinkerific_macro_02.jpg;scaevola_stardiva_white_tag.jpg
Camelia Grandiflora Ruby;placeholder;Gemiddeld;Halfschaduw;158;70.39;Tussenvariant;173;Herfst;Rood;Nee;moonlit_lavender_basket.jpg;i_got_you.jpg;begonia_space_age_triton_co-ex_grande.jpg
Camelia Grandiflora Sapphire;placeholder;Laag;Veel licht;76;136.59;Buitenplanten;32;Herfst;Blauw;Nee;wholesome.jpg;crisp_and_clean.jpg;eclectic_elegance.jpg
Camelia Grandiflora Moon;placeholder;Gemiddeld;Veel licht;237;109.86;Kamerplanten;197;Winter;Groen;Nee;utopia.jpg;scaevola_stardiva_blue_mono.jpg;supertunia_blue_tiara_mono.jpg
Camelia Grandiflora Spirit;placeholder;Laag;Halfschaduw;139;36.55;Kamerplanten;64;Winter;Geel;Ja;begonia_space_age_triton_ecogrande.jpg;dahlia_virtuoso_rad_raz_mono.jpg;begonia_space_age_black_hole_macro_01.jpg
Camelia Grandiflora Grace;placeholder;Gemiddeld;Schaduw;32;65.86;Buitenplanten;178;Jaarrond;Blauw;Ja;lobelia_laguna_royale_lilac_12818_mono.jpg;cuphea_totally_tempted_frosted_violet_mono_0.jpg;guaranteed_success.jpg
Camelia Grandiflora Harmony;placeholder;Gemiddeld;Veel licht;203;174.31;Buitenplanten;14;Jaarrond;Oranje;Nee;lobularia_white_knight_12827_mono.jpg;cuphea_totally_tempted_watermelon_wine_ecogrande.jpg;dahlia_virtuoso_classy_carmine_ecogrande_0.jpg
Camelia Grandiflora Wonder;placeholder;Hoog;Veel licht;210;35.74;Buitenplanten;173;Lente;Rood;Ja;lobelia_laguna_royale_lilac_12818_tag.jpg;artisan_attire.jpg;fashion_canvas_0.jpg
Camelia Grandiflora Magic;placeholder;Laag;Halfschaduw;79;186.65;Kamerplanten;142;Herfst;Wit;Nee;scaevola_stardiva_blue_ecogrande.jpg;agastache_maestro_coral_mono.jpg;cuphea_totally_tempted_watermelon_wine_grande.jpg
Camelia Grandiflora Velour;placeholder;Hoog;Schaduw;69;27.2;Kamerplanten;62;Winter;Geel;Ja;coleus_colorblaze_mini_me_chartreuse_mono.jpg;portulaca_mojave_tangerine_tag.jpg;scaevola_stardiva_blue_ecogrande.jpg
Camelia Grandiflora Crown;placeholder;Hoog;Halfschaduw;276;80.12;Kamerplanten;59;Jaarrond;Oranje;Ja;caladium_heart_to_heart_creme_brulee_12829_tag.jpg;salvia_unplugged_white_grande.jpg;portulaca_mojave_fuchsia_ecogrande_25.jpg
Camelia Grandiflora Bloom;placeholder;Laag;Schaduw;208;74.84;Kamerplanten;45;Lente;Paars;Ja;dahlia_virtuoso_classy_carmine_tag.jpg;sip_and_savor.jpg;eclectic_elegance.jpg
Camelia Grandiflora Blush;placeholder;Laag;Veel licht;19;71.17;Tussenvariant;18;Lente;Roze;Ja;salvia_unplugged_white_ecogrande_1.jpg;memories.jpg;salvia_unplugged_white_ecogrande_1.jpg
Camelia Grandiflora Forest;placeholder;Laag;Halfschaduw;239;97.7;Kamerplanten;144;Jaarrond;Paars;Nee;dahlia_virtuoso_rad_raz_grande.jpg;dahlia_virtuoso_dayglo_yellow_ecogrande.jpg;carex_graceful_grasses_toffee_twist_tag_25.jpg
Camelia Grandiflora Sky;placeholder;Laag;Schaduw;92;145.58;Buitenplanten;99;Zomer;Oranje;Nee;salvia_unplugged_red_grande.jpg;portulaca_mojave_mango_ecogrande.jpg;american_blues.jpg
Camelia Grandiflora Ocean;placeholder;Laag;Schaduw;165;81.32;Kamerplanten;129;Zomer;Wit;Nee;supertunia_blue_tiara_macro_02.jpg;scaevola_stardiva_blue_ecogrande.jpg;scaevola_stardiva_white_ecogrande.jpg
Camelia Grandiflora Frost;placeholder;Hoog;Veel licht;291;165.31;Kamerplanten;103;Jaarrond;Paars;Ja;aroma_heaven_0.jpg;begonia_space_age_europa_macro_02.jpg;scaevola_stardiva_blue_ecogrande.jpg
Camelia Grandiflora Summer;placeholder;Gemiddeld;Schaduw;273;179.0;Buitenplanten;2;Zomer;Rood;Nee;portulaca_mojave_tangerine_tag.jpg;dahlia_virtuoso_classy_carmine_mono.jpg;begonia_space_age_black_hole_ecogrande.jpg
Camelia Grandiflora Autumn;placeholder;Hoog;Schaduw;292;123.4;Kamerplanten;173;Winter;Paars;Ja;bold_symphony.png;supertunia_vista_cool_jazz_12821_tag.jpg;moonlit_lavender_basket.jpg
Camelia Grandiflora Winter;placeholder;Laag;Schaduw;81;76.81;Buitenplanten;182;Jaarrond;Paars;Nee;salvia_unplugged_red_mono.jpg;dahlia_virtuoso_rad_raz_ecogrande_0.jpg;supertunia_mini_vista_pink_cloud_12822_tag.jpg
Camelia Grandiflora Spring;placeholder;Laag;Halfschaduw;80;161.21;Buitenplanten;49;Herfst;Groen;Nee;carex_graceful_grasses_toffee_twist_co-ex_grande25_0.jpg;scaevola_stardiva_pink_mono.jpg;caladium_heart_to_heart_creme_brulee_12829_tag.jpg
Camelia Grandiflora Elite;placeholder;Hoog;Schaduw;278;122.79;Buitenplanten;105;Lente;Geel;Nee;heliotropium_aromagica_purple_tag.jpg;perfection.jpg;scaevola_stardiva_blue_ecogrande.jpg
Camelia Grandiflora Prime;placeholder;Hoog;Halfschaduw;154;30.52;Tussenvariant;10;Jaarrond;Rood;Ja;agastache_maestro_gold_mono.jpg;heliotropium_aromagica_purple_mono.jpg;ipomoea_upside_black_coffee_newtagimage.png
Camelia Grandiflora Natural;placeholder;Laag;Veel licht;208;103.37;Tussenvariant;168;Jaarrond;Geel;Nee;carex_graceful_grasses_toffee_twist_co-ex_grande25_0.jpg;cuphea_totally_tempted_frosted_violet_mono.jpg;lobelia_laguna_royale_pink_12819_mono.jpg
Camelia Grandiflora Botanic;placeholder;Hoog;Schaduw;88;180.9;Kamerplanten;130;Lente;Roze;Ja;ipomoea_sweet_caroline_medusa_black_12824_mono.jpg;dahlia_virtuoso_pinkerific_tag_0.jpg;aroma_heaven_0.jpg
Camelia Grandiflora Lush;placeholder;Gemiddeld;Schaduw;232;5.52;Buitenplanten;165;Herfst;Roze;Ja;begonia_space_age_europa_macro_02.jpg;cuphea_totally_tempted_watermelon_wine_mono.jpg;supertunia_mini_vista_plum_veined_grande_01.jpg
Camelia Grandiflora Fresh;placeholder;Hoog;Halfschaduw;225;17.0;Buitenplanten;84;Zomer;Wit;Nee;supertunia_bermuda_beach_macro_02_25_0.jpg;scaevola_stardiva_blue_co-ex_grande.jpg;corner_cafe.jpg
Camelia Grandiflora Zen;placeholder;Gemiddeld;Veel licht;164;147.92;Buitenplanten;137;Winter;Geel;Nee;wholesome.jpg;dahlia_virtuoso_vibrant_violet_ecogrande.jpg;dahlia_virtuoso_dayglo_yellow_mono.jpg
Camelia Grandiflora Wild;placeholder;Laag;Schaduw;51;86.89;Buitenplanten;197;Winter;Groen;Nee;begonia_space_age_triton_ecogrande.jpg;love_me_forever.jpg;begonia_surefire_cascade_red_12825_tag.jpg
Camelia Grandiflora Soft;placeholder;Gemiddeld;Halfschaduw;204;162.54;Buitenplanten;46;Herfst;Paars;Ja;heart_to_heart_bottle_rocket.png;salvia_unplugged_white_grande.jpg;jamesbrittenia_safari_lava_flow_12817_tag.jpg
Camelia Grandiflora Bright;placeholder;Gemiddeld;Halfschaduw;89;77.61;Buitenplanten;194;Lente;Roze;Ja;cuphea_totally_tempted_frosted_violet_co-ex_grande_01.jpg;begonia_space_age_black_hole_macro_01.jpg;secret_cove.jpg
Camelia Grandiflora Calm;placeholder;Hoog;Halfschaduw;140;59.62;Tussenvariant;151;Lente;Paars;Nee;phlox_southern_blaze_bright_pink_12828_mono.jpg;dahlia_virtuoso_rad_raz_mono.jpg;begonia_space_age_black_hole_macro_01.jpg
Camelia Nana Select;placeholder;Laag;Veel licht;59;23.08;Kamerplanten;93;Lente;Blauw;Nee;only_vogue.jpg;retreat.jpg;brushstrokes.jpg
Camelia Nana Beauty;placeholder;Gemiddeld;Veel licht;168;166.19;Kamerplanten;13;Herfst;Paars;Ja;begonia_space_age_black_hole_tag.jpg;perfection.jpg;rockapulco_rose_0_0.jpg
Camelia Nana Princess;placeholder;Gemiddeld;Schaduw;54;77.32;Buitenplanten;117;Herfst;Rood;Nee;scaevola_stardiva_pink_co-ex_grande.jpg;dahlia_virtuoso_dayglo_yellow_tag.jpg;portulaca_mojave_tangerine_mono25.jpg
Camelia Nana King;placeholder;Laag;Halfschaduw;169;132.48;Tussenvariant;118;Zomer;Geel;Nee;supertunia_bermuda_beach_co-ex_grande_25.jpg;supertunia_bermuda_beach_co-ex_grande_25.jpg;coleus_colorblaze_mini_me_chartreuse_tag_0.jpg
Camelia Nana Queen;placeholder;Gemiddeld;Schaduw;70;32.43;Kamerplanten;165;Lente;Paars;Ja;supertunia_bermuda_beach_co-ex_grande_25.jpg;nature_reserve-975x1200-ecebb22.jpg;supertunia_vista_cool_jazz_12821_tag.jpg
Camelia Nana Gem;placeholder;Laag;Schaduw;24;39.95;Kamerplanten;23;Winter;Geel;Nee;cuphea_totally_tempted_vivid_violet_tag.jpg;lobelia_laguna_royale_pink_12819_mono.jpg;scaevola_stardiva_blue_ecogrande.jpg
Camelia Nana Delight;placeholder;Gemiddeld;Schaduw;16;25.0;Kamerplanten;6;Winter;Groen;Nee;salvia_unplugged_white_tag.jpg;saffron_sunrise_basket.jpg;begonia_space_age_europa_mono.jpg
Camelia Nana Flame;placeholder;Laag;Schaduw;283;103.46;Buitenplanten;66;Winter;Paars;Nee;angelonia_angelface_wedgwood_pink_mono.jpg;begonia_space_age_black_hole_macro_01.jpg;dahlia_virtuoso_dayglo_yellow_ecogrande.jpg
Camelia Nana Mist;placeholder;Hoog;Schaduw;239;139.94;Tussenvariant;83;Winter;Geel;Ja;brushstrokes.jpg;rockapulco_rose_0_0.jpg;portulaca_mojave_tangerine_co-ex_grande_25.jpg
Camelia Nana Pearl;placeholder;Hoog;Schaduw;118;114.69;Kamerplanten;169;Jaarrond;Oranje;Ja;coleus_colorblaze_mini_me_chartreuse_tag_0.jpg;tropical_twist.jpg;portulaca_mojave_tangerine_mono25.jpg
Camelia Nana Glow;placeholder;Laag;Veel licht;28;23.89;Kamerplanten;50;Jaarrond;Roze;Nee;scaevola_stardiva_blue_ecogrande.jpg;dahlia_virtuoso_pinkerific_tag_0.jpg;portulaca_mojave_mango_tag.jpg
Camelia Nana Charm;placeholder;Laag;Halfschaduw;144;30.19;Buitenplanten;198;Herfst;Groen;Ja;portulaca_mojave_mango_co-ex_grande.jpg;begonia_surefire_cascade_red_12825_mono.jpg;portulaca_mojave_fuchsia_ecogrande_25.jpg
Camelia Nana Dream;placeholder;Laag;Halfschaduw;94;96.13;Buitenplanten;148;Lente;Wit;Ja;phlox_southern_blaze_bright_pink_12828_mono.jpg;chic_boutique_0.jpg;dahlia_virtuoso_dayglo_yellow_mono.jpg
Camelia Nana Classic;placeholder;Hoog;Schaduw;183;46.37;Tussenvariant;184;Winter;Rood;Nee;begonia_surefire_cascade_red_12825_tag.jpg;cuphea_totally_tempted_richly_red_tag.jpg;portulaca_mojave_tangerine_ecogrande_25.jpg
Camelia Nana Royal;placeholder;Gemiddeld;Veel licht;125;109.79;Kamerplanten;80;Winter;Roze;Nee;cuphea_totally_tempted_richly_red_tag.jpg;portulaca_mojave_mango_mono.jpg;dahlia_virtuoso_dayglo_yellow_mono.jpg
Camelia Nana Sunrise;placeholder;Gemiddeld;Schaduw;114;87.12;Buitenplanten;156;Zomer;Groen;Ja;heliotropium_aromagica_purple_mono.jpg;secret_cove.jpg;dahlia_virtuoso_vibrant_violet_tag.jpg
Camelia Nana Sunset;placeholder;Laag;Schaduw;169;93.31;Kamerplanten;196;Zomer;Geel;Nee;angelonia_angelface_white_grande_25.jpg;lobularia_white_knight_12827_mono.jpg;nemesia_bluebird_mono.jpg
Camelia Nana Snow;placeholder;Hoog;Schaduw;193;107.67;Buitenplanten;52;Herfst;Roze;Nee;cuphea_totally_tempted_richly_red_tag.jpg;crisp_and_clear.jpg;retro_chic.jpg
Camelia Nana Emerald;placeholder;Laag;Halfschaduw;145;179.09;Buitenplanten;75;Winter;Wit;Nee;coleus_colorblaze_mini_me_chartreuse_mono.jpg;dahlia_virtuoso_classy_carmine_tag.jpg;begonia_space_age_europa_mono.jpg
Camelia Nana Ruby;placeholder;Laag;Halfschaduw;52;86.35;Buitenplanten;143;Winter;Rood;Nee;saffron_sunrise_basket.jpg;bordeaux_2025_tag_rgb.jpg;last_night.jpg
Camelia Nana Sapphire;placeholder;Hoog;Schaduw;73;137.25;Buitenplanten;16;Winter;Blauw;Ja;scaevola_stardiva_blue_mono.jpg;warm_and_toasty.jpg;to_die_for_heart-soul_va-va-violet.png
Camelia Nana Moon;placeholder;Gemiddeld;Halfschaduw;27;92.5;Tussenvariant;95;Herfst;Groen;Ja;salvia_unplugged_red_tag.jpg;wholesome.jpg;coleus_colorblaze_mini_me_chartreuse_tag.jpg
Camelia Nana Spirit;placeholder;Hoog;Veel licht;271;171.62;Buitenplanten;120;Lente;Geel;Ja;salvia_unplugged_red_tag.jpg;yard_makeover_121-600x400-d9c3bb2.jpg;cuphea_totally_tempted_watermelon_wine_ecogrande.jpg
Camelia Nana Grace;placeholder;Hoog;Halfschaduw;51;122.18;Buitenplanten;174;Zomer;Rood;Ja;begonia_space_age_europa_mono.jpg;cuphea_totally_tempted_watermelon_wine_ecogrande.jpg;salvia_unplugged_red_mono.jpg
Camelia Nana Harmony;placeholder;Laag;Halfschaduw;213;106.59;Buitenplanten;15;Zomer;Groen;Nee;coleus_colorblaze_mini_me_chartreuse_tag.jpg;moonlit_lavender_basket.jpg;cuphea_totally_tempted_frosted_violet_ecogrande.jpg
Camelia Nana Wonder;placeholder;Laag;Halfschaduw;223;103.73;Buitenplanten;141;Winter;Wit;Ja;carex_graceful_grasses_toffee_twist_co-ex_grande25.jpg;cayenne_pc-1133x1200-95d6dc9.jpg;coleus_colorblaze_mini_me_chartreuse_tag_0.jpg
Camelia Nana Magic;placeholder;Laag;Veel licht;15;171.83;Kamerplanten;190;Lente;Groen;Nee;emerald_isle_alocasia-4640x6960-85b4e9f.jpg;begonia_space_age_black_hole_mono.jpg;cuphea_totally_tempted_watermelon_wine_ecogrande.jpg
Camelia Nana Velour;placeholder;Gemiddeld;Veel licht;216;31.09;Buitenplanten;181;Herfst;Paars;Ja;scaevola_stardiva_pink_ecogrande.jpg;scaevola_stardiva_white_co-ex_grande.jpg;cayenne_pc-1133x1200-95d6dc9.jpg
Camelia Nana Crown;placeholder;Gemiddeld;Veel licht;53;189.14;Tussenvariant;60;Herfst;Roze;Nee;portulaca_mojave_tangerine_tag.jpg;cuphea_totally_tempted_frosted_violet_tag.jpg;supertunia_mini_vista_plum_veined_grande_01.jpg
Camelia Nana Bloom;placeholder;Laag;Schaduw;199;124.82;Kamerplanten;87;Zomer;Rood;Nee;chic_boutique_0.jpg;cuphea_totally_tempted_frosted_violet_co-ex_grande_01.jpg;agastache_maestro_coral_mono.jpg
Camelia Nana Blush;placeholder;Hoog;Halfschaduw;191;140.34;Tussenvariant;139;Winter;Rood;Nee;eclectic_elegance.jpg;jamesbrittenia_safari_lava_flow_12817_mono.jpg;heliotropium_aromagica_purple_tag_0.jpg
Camelia Nana Forest;placeholder;Laag;Veel licht;138;162.0;Tussenvariant;53;Herfst;Geel;Nee;saffron_sunrise_basket.jpg;cuphea_totally_tempted_watermelon_wine_ecogrande.jpg;a_big_heart.jpg
Camelia Nana Sky;placeholder;Hoog;Veel licht;120;21.3;Tussenvariant;60;Jaarrond;Rood;Nee;scaevola_whirlwind_white_12305_mono.jpg;saffron_sunrise_basket.jpg;angelonia_angelface_white_ecogrande25.jpg
Camelia Nana Ocean;placeholder;Laag;Schaduw;111;20.15;Kamerplanten;69;Herfst;Geel;Nee;love_bug.jpg;cuphea_totally_tempted_richly_red_mono.jpg;perfection.jpg
Camelia Nana Frost;placeholder;Laag;Veel licht;175;132.31;Kamerplanten;157;Jaarrond;Geel;Ja;retro_chic.jpg;dahlia_virtuoso_dayglo_yellow_mono.jpg;retreat.jpg
Camelia Nana Summer;placeholder;Gemiddeld;Schaduw;288;71.59;Kamerplanten;195;Lente;Paars;Nee;angelonia_angelface_white_mono_25.jpg;blossom_house.jpg;warm_and_toasty.jpg
